"","X","gene_id1","gene_name1","entry1","uid1","seq1_len","organism1","bit1","Neff1","NeffL1","aln1","gene_id2","gene_name2","entry2","uid2","seq2_len","organism2","bit2","Neff2","NeffL2","aln2","prefix","r_start_1","r_end_1","r_start_2","r_end_2","interface","complex_pdb","complex_chain1","complex_chain2","no_pairs","interface_architect","uid1_scl","uid2_Pfam","uid2_scl","uid1_Pfam","pairwise_identity","shared_domain","ecs_complete","ecs_anomaly","af3","test","iptm","ptm","ranking_score","diagonal","string","kurtosis","skewness","squared_skewness","max_ecs","R_squared","r","predict_diag","R2_predict_diag","r_predict_diag","na_contact_5A","ca_contact_15A"
"1605",9048,"ENSG00000108826","MRPL27","Q9P0M9","RM27_HUMAN",148,"Homo sapiens (Human)",0.4,2686.5,18.152027027027,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RM27_HUMAN_1-148_b0.4/align/RM27_HUMAN_1-148_b0.4","ENSG00000148187","MRRF","Q96E11","RRFM_HUMAN",262,"Homo sapiens (Human)",0.2,6845.7,26.1286259541985,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/RRFM_HUMAN_1-262_b0.2/align/RRFM_HUMAN_1-262_b0.2","sepmito_00394437",1,148,1,262,1,"6NU2","W","z",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11279069, ECO:0000269|PubMed:25278503, ECO:0000269|PubMed:25838379, ECO:0000269|PubMed:28892042}.","IPR002661;IPR023584;IPR036191;","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:18782833}.","IPR001684;",14.5,NA,"Complete"," ",NA,"sepmito_00394437_RM27_RRFM",NA,NA,NA,"FALSE",1,0.550287099922272,0.228689568803843,0.0522989188796875,0.155281,"0.000195140712222833","0.0139692774409714","FALSE","FALSE","FALSE",NA,NA
"1638",9114,"ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","sepmito_00288322",1,463,1,210,1,"4WZ7","C","I",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR017896;IPR017900;IPR010226;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR001135;IPR014029;IPR022885;IPR029014;",14.5,NA,"Complete"," ",NA,"sepmito_00288322_NDUS2_NDUS8",NA,NA,NA,"FALSE",1,2.23194725171624,0.401721825457844,0.161380425049182,0.164872,"0.00545332213811303","-0.0738466122317946","FALSE","FALSE","FALSE",NA,NA
"1643",9119,"ENSG00000164258","NDUFS4","O43181","NDUS4_HUMAN",175,"Homo sapiens (Human)",0.2,1163.9,6.65085714285714,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS4_HUMAN_1-175_b0.2/align/NDUS4_HUMAN_1-175_b0.2","ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","sepmito_00612104",1,175,1,210,1,"5GPN","w","b",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:11181577, ECO:0000269|PubMed:12611891, ECO:0000269|PubMed:31206022}; Peripheral membrane protein {ECO:0000269|PubMed:12611891}; Matrix side {ECO:0000269|PubMed:12611891}. Note=The interaction with BCAP31 mediates mitochondria localization. {ECO:0000269|PubMed:31206022}.","IPR017896;IPR017900;IPR010226;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR006885;IPR038532;",15,NA,"Complete"," ",NA,"sepmito_00612104_NDUS4_NDUS8",NA,NA,NA,"FALSE",1,2.79940827891124,1.07692373419465,1.15976472927176,0.149912,"0.0266391190697996","-0.163214947445997","FALSE","FALSE","FALSE",NA,NA
"1644",9120,"ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","ENSG00000139180","NDUFA9","Q16795","NDUA9_HUMAN",377,"Homo sapiens (Human)",0.4,30508.2,80.9236074270557,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA9_HUMAN_1-377_b0.4/align/NDUA9_HUMAN_1-377_b0.4","sepmito_00328655",1,210,1,377,1,"5GPN","b","p",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR051207;IPR001509;IPR036291;","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:12611891}.","IPR017896;IPR017900;IPR010226;",14.6,NA,"Complete"," ",NA,"sepmito_00328655_NDUS8_NDUA9",NA,NA,NA,"FALSE",1,0.719578048065621,0.448650483531469,0.201287256373021,0.093442,"0.0022551807266926","0.0474887431576432","FALSE","FALSE","FALSE",NA,NA
"1645",9121,"ENSG00000145494","NDUFS6","O75380","NDUS6_HUMAN",124,"Homo sapiens (Human)",0.2,524.6,4.23064516129032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS6_HUMAN_1-124_b0.2/align/NDUS6_HUMAN_1-124_b0.2","ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","sepmito_00851113",1,124,1,210,1,"5GPN","x","b",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR017896;IPR017900;IPR010226;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR016668;IPR019401;",16.1,NA,"Complete"," ",NA,"sepmito_00851113_NDUS6_NDUS8",NA,NA,NA,"FALSE",1,1.38368884707626,0.594353501928192,0.353256085254306,0.083959,"0.121830629605072","0.349042446709668","FALSE","FALSE","FALSE",NA,NA
"1651",9127,"ENSG00000267855","NDUFA7","O95182","NDUA7_HUMAN",113,"Homo sapiens (Human)",0.2,467.4,4.13628318584071,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA7_HUMAN_1-113_b0.2/align/NDUA7_HUMAN_1-113_b0.2","ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","sepmito_00892738",1,113,1,210,1,"5XTB","I","B",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR017896;IPR017900;IPR010226;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR009947;",11.4,NA,"Complete"," ",NA,"sepmito_00892738_NDUA7_NDUS8",NA,NA,NA,"FALSE",1,1.60550556959,0.767804827668233,0.589524253390646,0.066163,"0.0106452964416263","0.10317604587125","FALSE","FALSE","FALSE",NA,NA
"1654",9130,"ENSG00000184752","NDUFA12","Q9UI09","NDUAC_HUMAN",145,"Homo sapiens (Human)",0.2,1820.6,12.5558620689655,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAC_HUMAN_1-145_b0.2/align/NDUAC_HUMAN_1-145_b0.2","ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","sepmito_00486816",1,145,1,210,1,"5LC5","q","I",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR017896;IPR017900;IPR010226;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR007763;",12.7,NA,"Complete"," ",NA,"sepmito_00486816_NDUAC_NDUS8",NA,NA,NA,"FALSE",1,5.9846557701982,1.23294133945227,1.52014434653035,0.181819,"0.0971779988633854","0.31173385902623","FALSE","FALSE","FALSE",NA,NA
"1666",9142,"ENSG00000186010","NDUFA13","Q9P0J0","NDUAD_HUMAN",144,"Homo sapiens (Human)",0.2,403.8,2.80416666666667,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAD_HUMAN_1-144_b0.2/align/NDUAD_HUMAN_1-144_b0.2","ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","sepmito_00929985",1,144,1,210,1,"5GPN","r","b",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12628925, ECO:0000269|PubMed:15059901, ECO:0000269|PubMed:15367666}; Single-pass membrane protein {ECO:0000255}; Matrix side. Nucleus {ECO:0000269|PubMed:12628925}. Note=Localizes mainly in the mitochondrion (PubMed:12628925). May be translocated into the nucleus upon IFN/RA treatment. {ECO:0000269|PubMed:12628925, ECO:0000269|PubMed:15059901}.","IPR017896;IPR017900;IPR010226;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR009346;",14.5,NA,"Complete"," ",NA,"sepmito_00929985_NDUAD_NDUS8",NA,NA,NA,"FALSE",1,2.81436676310675,0.89037871962669,0.792774264364065,0.080899,"0.0456795894198481","0.21372783959945","FALSE","FALSE","FALSE",NA,NA
"1672",9148,"ENSG00000125356","NDUFA1","O15239","NDUA1_HUMAN",70,"Homo sapiens (Human)",0.3,398.7,5.69571428571429,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA1_HUMAN_1-70_b0.3/align/NDUA1_HUMAN_1-70_b0.3","ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","sepmito_00934438",1,70,1,210,1,"5GPN","Ac","b",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR017896;IPR017900;IPR010226;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR017384;",9.5,NA,"Complete"," ",NA,"sepmito_00934438_NDUA1_NDUS8",NA,NA,NA,"FALSE",1,1.61104725973016,0.840334330098153,0.706161786341511,0.10305,"0.0231712380380471","0.152221017070729","FALSE","FALSE","FALSE",NA,NA
"1674",9150,"ENSG00000110717","NDUFS8","O00217","NDUS8_HUMAN",210,"Homo sapiens (Human)",0.2,3669.8,17.4752380952381,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS8_HUMAN_1-210_b0.2/align/NDUS8_HUMAN_1-210_b0.2","ENSG00000198888","MT-ND1","P03886","NU1M_HUMAN",318,"Homo sapiens (Human)",0.2,7656.7,24.0776729559748,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU1M_HUMAN_1-318_b0.2/align/NU1M_HUMAN_1-318_b0.2","sepmito_00329083",1,210,1,318,1,"5GPN","b","e",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9666055}; Peripheral membrane protein {ECO:0000250|UniProtKB:P42028}; Matrix side {ECO:0000250|UniProtKB:P42028}.","IPR001694;IPR018086;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03887}; Multi-pass membrane protein {ECO:0000255}.","IPR017896;IPR017900;IPR010226;",14.1,NA,"Complete"," ","complete","sepmito_00329083_NDUS8_NU1M",0.77,0.78,0.84,"FALSE",1,16.6682461369786,1.20836248336085,1.460139891194,0.383319,"0.000243660688262062","-0.0156096344692009","FALSE","FALSE","FALSE",NA,NA
"1679",9210,"ENSG00000105379","ETFB","P38117","ETFB_HUMAN",255,"Homo sapiens (Human)",0.2,7091,27.8078431372549,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ETFB_HUMAN_1-255_b0.2/align/ETFB_HUMAN_1-255_b0.2","ENSG00000117054","ACADM","P11310","ACADM_HUMAN",421,"Homo sapiens (Human)",0.6,36568.6,86.8612826603325,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/ACADM_HUMAN_1-421_b0.6/align/ACADM_HUMAN_1-421_b0.6","sepmito_00191131",1,255,1,421,1,"2A1T","S","A",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:25023281, ECO:0000305|PubMed:8504797}.","IPR050741;IPR006089;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR034180;","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:16020546}.","IPR000049;IPR014730;IPR012255;IPR033948;IPR014729;",15,NA,"Complete"," ",NA,"sepmito_00191131_ETFB_ACADM",NA,NA,NA,"FALSE",1,0.601467926954901,0.387645172888598,0.150268780063831,0.057212,"0.0156814254312569","-0.125225498327045","FALSE","FALSE","FALSE",NA,NA
"1683",9718,"ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","ENSG00000184983","NDUFA6","P56556","NDUA6_HUMAN",128,"Homo sapiens (Human)",0.2,2530.5,19.76953125,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA6_HUMAN_1-128_b0.2/align/NDUA6_HUMAN_1-128_b0.2","sepmito_00288374",1,463,1,128,1,"5GPN","Z","Af",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR045299;IPR016488;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR001135;IPR014029;IPR022885;IPR029014;",9.1,NA,"Complete"," ",NA,"sepmito_00288374_NDUS2_NDUA6",NA,NA,NA,"FALSE",1,1.79984748279024,0.813431735424001,0.661671188194902,0.041971,"0.0116001645137794","0.10770405987603","FALSE","FALSE","FALSE",NA,NA
"1686",9721,"ENSG00000145494","NDUFS6","O75380","NDUS6_HUMAN",124,"Homo sapiens (Human)",0.2,524.6,4.23064516129032,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS6_HUMAN_1-124_b0.2/align/NDUS6_HUMAN_1-124_b0.2","ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","sepmito_00851061",1,124,1,463,1,"5GPN","x","Z",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR001135;IPR014029;IPR022885;IPR029014;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR016668;IPR019401;",8.6,NA,"Complete"," ",NA,"sepmito_00851061_NDUS6_NDUS2",NA,NA,NA,"FALSE",1,1.67026244034071,0.663122362404621,0.439731267521086,0.045704,"0.00643650324008827","0.0802278208608976","FALSE","FALSE","FALSE",NA,NA
"1687",9722,"ENSG00000128609","NDUFA5","Q16718","NDUA5_HUMAN",116,"Homo sapiens (Human)",0.3,490.2,4.22586206896552,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA5_HUMAN_1-116_b0.3/align/NDUA5_HUMAN_1-116_b0.3","ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","sepmito_00878724",1,116,1,463,1,"5GPN","Ae","Z",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR001135;IPR014029;IPR022885;IPR029014;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR006806;",8.9,NA,"Complete"," ",NA,"sepmito_00878724_NDUA5_NDUS2",NA,NA,NA,"FALSE",1,2.21824547329283,1.05084234207302,1.1042696278935,0.04705,"9.33727089346797e-05","-0.00966295549687981","FALSE","FALSE","FALSE",NA,NA
"1692",9727,"ENSG00000267855","NDUFA7","O95182","NDUA7_HUMAN",113,"Homo sapiens (Human)",0.2,467.4,4.13628318584071,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUA7_HUMAN_1-113_b0.2/align/NDUA7_HUMAN_1-113_b0.2","ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","sepmito_00892686",1,113,1,463,1,"5LNK","h","4",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.","IPR001135;IPR014029;IPR022885;IPR029014;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR009947;",8.2,NA,"Complete"," ",NA,"sepmito_00892686_NDUA7_NDUS2",NA,NA,NA,"FALSE",1,2.35527323241977,0.980084382422821,0.960565396669122,0.051927,"0.000150127661171516","0.0122526593509946","FALSE","FALSE","FALSE",NA,NA
"1694",9729,"ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","ENSG00000184752","NDUFA12","Q9UI09","NDUAC_HUMAN",145,"Homo sapiens (Human)",0.2,1820.6,12.5558620689655,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUAC_HUMAN_1-145_b0.2/align/NDUAC_HUMAN_1-145_b0.2","sepmito_00288400",1,463,1,145,1,"5LC5","D","q",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR007763;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891}; Peripheral membrane protein {ECO:0000255}; Matrix side {ECO:0000305}.","IPR001135;IPR014029;IPR022885;IPR029014;",10.6,NA,"Complete"," ",NA,"sepmito_00288400_NDUS2_NDUAC",NA,NA,NA,"FALSE",1,1.81337675335907,0.783371637838669,0.613671122970039,0.06677,"0.00146287083209306","0.038247494455102","FALSE","FALSE","FALSE",NA,NA
"1698",9733,"ENSG00000147123","NDUFB11","Q9NX14","NDUBB_HUMAN",153,"Homo sapiens (Human)",0.2,259.4,1.69542483660131,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUBB_HUMAN_1-153_b0.2/align/NDUBB_HUMAN_1-153_b0.2","ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","sepmito_01037375",1,153,1,463,1,"5LC5","g","D",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:31206022, ECO:0000305|PubMed:12611891}; Single-pass membrane protein {ECO:0000305}. Note=The interaction with BCAP31 mediates mitochondria localization. {ECO:0000269|PubMed:31206022}.","IPR001135;IPR014029;IPR022885;IPR029014;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR019329;",10.3,NA,"Complete"," ",NA,"sepmito_01037375_NDUBB_NDUS2",NA,NA,NA,"FALSE",1,2.49345591509025,0.818645191989262,0.670179950367136,0.041298,"0.00188868994356185","-0.043459060546241","FALSE","FALSE","FALSE",NA,NA
"1703",9738,"ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","ENSG00000213619","NDUFS3","O75489","NDUS3_HUMAN",264,"Homo sapiens (Human)",0.2,6583.2,24.9363636363636,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS3_HUMAN_1-264_b0.2/align/NDUS3_HUMAN_1-264_b0.2","sepmito_00288177",1,463,1,264,1,"4WZ7","C","G",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR010218;IPR037232;IPR001268;IPR020396;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18826940, ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:17209039}; Peripheral membrane protein {ECO:0000305|PubMed:18826940}; Matrix side {ECO:0000269|PubMed:18826940}.","IPR001135;IPR014029;IPR022885;IPR029014;",15.9,NA,"Complete"," ","complete","sepmito_00288177_NDUS2_NDUS3",0.8,0.81,0.92,"FALSE",1,37.0401741524543,1.71797133683937,2.95142551420164,0.540784,"0.00905240648641923","-0.0951441353233042","FALSE","FALSE","FALSE",NA,NA
"1716",9751,"ENSG00000158864","NDUFS2","O75306","NDUS2_HUMAN",463,"Homo sapiens (Human)",0.2,4424.5,9.5561555075594,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NDUS2_HUMAN_1-463_b0.2/align/NDUS2_HUMAN_1-463_b0.2","ENSG00000198840","MT-ND3","P03897","NU3M_HUMAN",115,"Homo sapiens (Human)",0.2,7864.5,68.3869565217391,"/n/scratch3/users/h/he47/hybrid_approach/mitoproteome/human/monomer_align/output/NU3M_HUMAN_1-115_b0.2/align/NU3M_HUMAN_1-115_b0.2","sepmito_00288114",1,463,1,115,1,"5GPN","Z","g",1,"1 : 1","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:12611891, ECO:0000305|PubMed:9585441}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q641Y2}; Matrix side {ECO:0000250|UniProtKB:Q641Y2}.","IPR000440;IPR038430;","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03898}; Multi-pass membrane protein {ECO:0000255}.","IPR001135;IPR014029;IPR022885;IPR029014;",8.2,NA,"Complete"," ",NA,"sepmito_00288114_NDUS2_NU3M",NA,NA,NA,"FALSE",1,0.780525758871415,0.37734205975827,0.142387030062614,0.086981,"0.000233466845199336","-0.0152796218932058","FALSE","FALSE","FALSE",NA,NA
